Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_TEM,adult_SEM,standard deviation,median absolute deviation,daf2-dauer,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
ADA,AIA,ADA,AIA,0.0,0.0,0.024295432458697763,0.02244165170556553,0.026784518548279096,0.0,0.013493716013428947,0.011220825852782765,0.0,0.33543710566971174,0.46203082772527304,0.5157157063212011,0.3562691930601864,variable,Y
ADA,AIB,ADA,AIB,0.06903047873437788,0.036010082823190494,0.048590864917395525,0.02244165170556553,0.08035355564483729,0.0,0.029746340143031957,0.023294413514406177,0.0,-0.24222293330946051,-0.23190841426097936,0.6437714458816833,0.6583735712609271,variable,Y
ADA,AIZ,ADA,AIZ,0.0,0.036010082823190494,0.0,0.0,0.0,0.0,0.014701054752029638,0.0,0.0,-0.3291213039907893,-0.39852669849304295,0.524143390874293,0.43385766067017706,variable,Y
ADA,ASH,ADA,ASH,0.03518029903254177,0.0,0.048590864917395525,0.02244165170556553,0.0,0.0,0.021081554132156607,0.011220825852782765,0.0,-0.5866793891899516,-0.5236349380886428,0.2209462993870155,0.28633625373402716,variable,Y
ADA,AVA,ADA,AVA,0.22584189389725653,0.036010082823190494,0.048590864917395525,0.20197486535008974,0.040176777822418644,0.0752823086574655,0.08606152101962747,0.023843156464625943,0.4046535154274153,-0.49549149515706825,-0.20291986247835694,0.31758726708891416,0.699797968157019,stable,Y
ADA,AVB,ADA,AVB,0.4102994627844571,0.3601008282319049,0.5102040816326531,0.5610412926391383,0.37498325967590734,0.5771643663739021,0.09585904687973319,0.09270972825464893,0.7081436519979768,0.3077562569610799,0.43482827673933633,0.5529400143394027,0.3888653001289578,stable,Y
ADA,AVD,ADA,AVD,0.08662062825064876,0.07202016564638099,0.0,0.04488330341113106,0.013392259274139548,0.012547051442910915,0.03539986891120067,0.022864255621179847,0.05058168942842691,-0.759933419417509,-0.6377481392176932,0.07953019051050902,0.17307111024125976,variable,Y
ADA,AVE,ADA,AVE,0.0,0.036010082823190494,0.048590864917395525,0.0,0.05356903709655819,0.012547051442910915,0.024078749758005252,0.024278567133050703,0.0,0.32521296013600914,0.3823529411764706,0.5293783852814737,0.4544193975167924,variable,Y
ADA,AVH,ADA,AVH,0.015664160401002505,0.0,0.0,0.02244165170556553,0.0,0.0,0.010069606079273766,0.0,0.0,-0.4399451317828804,-0.3086974532565159,0.38265837058228924,0.5516623458292131,variable,Y
ADA,AVJ,ADA,AVJ,0.17499743446371227,0.18005041411595246,0.17006802721088435,0.17953321364452424,0.13392259274139548,0.2258469259723965,0.029354709884346002,0.004991193452534057,0.05058168942842691,0.06246152165905561,0.0,0.9064295625036639,1.0,stable,Y
ADA,DVA,ADA,DVA,0.0,0.036010082823190494,0.0,0.0,0.040176777822418644,0.0,0.019715441927346117,0.0,0.05058168942842691,0.23255619687455603,0.2229481606852615,0.6574543015405884,0.671118676495021,variable,Y
ADA,IL2D,ADA,IL2D,0.0,0.0,0.024295432458697763,0.0,0.0,0.0,0.00991856876734361,0.0,0.0,-0.14307695987755717,-0.13284223283101432,0.7868490255831418,0.8019087881019875,variable,Y
ADA,OLQV,ADA,OLQV,0.0,0.036010082823190494,0.048590864917395525,0.02244165170556553,0.0,0.012547051442910915,0.019673537300532798,0.01749435157423822,0.0,-0.25773828753975225,-0.1911764705882353,0.6219532202460533,0.7167288952778343,variable,Y
ADA,PVP,ADA,PVP,0.017590149516270887,0.0,0.0,0.02244165170556553,0.0,0.0,0.010449404191320255,0.0,0.0,-0.4721186211210858,-0.3086974532565159,0.34443874261321283,0.5516623458292131,variable,Y
ADA,RIA,ADA,RIA,0.0,0.0,0.024295432458697763,0.0,0.0,0.0,0.00991856876734361,0.0,0.0,-0.14307695987755717,-0.13284223283101432,0.7868490255831418,0.8019087881019875,variable,Y
ADA,RIC,ADA,RIC,0.11794894905265378,0.07202016564638099,0.09718172983479105,0.02244165170556553,0.040176777822418644,0.012547051442910915,0.04228362301303693,0.03737003906461276,0.0,-0.8075323207768756,-0.8406680016960504,0.05200084348436461,0.03605757284515918,stable,Y
ADA,RID,ADA,RID,0.017590149516270887,0.0,0.0,0.0,0.0,0.0,0.007181148469021337,0.0,0.0,-0.6400811362943345,-0.6642111641550715,0.17100015201777874,0.15020042233101136,variable,Y
ADA,RIM,ADA,RIM,0.20012172928820307,0.18005041411595246,0.24295432458697766,0.17953321364452424,0.1740993705638141,0.13801756587202008,0.034537297946249275,0.01301117936219448,0.25290844714213456,-0.5838878689265613,-0.8116794499134278,0.22369919516065787,0.04985758510134042,stable,Y
