Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_TEM,adult_SEM,standard deviation,median absolute deviation,daf2-dauer,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
ADA,RIP,ADA,RIP,0.5952380952380952,5.88235294117647,4.2105263157894735,6.172839506172839,6.504065040650407,8.904109589041095,2.7865899973672943,1.146769362430467,7.142857142857142,0.8359491242176073,0.9276336570439174,0.0381615095980914,0.0076658441874731,developmentally dynamic (strengthened),Y
ADA,RMF,ADA,RMF,0.0,0.0,0.0,0.0,1.2345679012345678,4.444444444444445,1.7833702617300782,0.0,3.8461538461538463,0.7469006280268338,0.8231932086840424,0.087982254840898,0.0441274153280589,post-embryonic brain integration,Y
ADA,SAAD,ADA,SAAD,0.0,0.0,0.0,0.0,1.818181818181818,1.4705882352941175,0.8562414150591399,0.0,6.0606060606060606,0.9008838703343752,0.8231932086840424,0.0142491519560913,0.0441274153280589,variable,Y
ADA,SMDV,ADA,SMDV,0.0,0.0,0.0,0.0,0.5847953216374269,1.1235955056179776,0.472867682411378,0.0,0.0,0.8473817949401773,0.8231932086840424,0.0331610590043688,0.0441274153280589,variable,Y
ADE,ADE,ADE,ADE,21.666666666666668,0.0,20.0,25.0,42.85714285714285,33.33333333333333,14.428650007643954,6.666666666666664,0.0,0.7391610380291167,0.8116794499134278,0.093182100579666,0.0498575851013404,variable,Y
ADE,ALN,ADE,ALN,0.0,0.0,0.0,0.0,20.0,25.0,11.726039399558577,0.0,0.0,0.9001040107538476,0.8231932086840424,0.0144703715403358,0.0441274153280589,post-embryonic brain integration,Y
ADE,CEPD,ADE,CEPD,0.0,0.0,0.0,3.8461538461538463,5.084745762711865,5.769230769230769,2.753758293417689,1.9230769230769231,0.0,0.9035099445685169,0.924061655450546,0.0135163190284038,0.0084309940089491,developmentally dynamic (strengthened),Y
ADE,IL1L/R,ADE,IL1L/R,0.0,0.0,7.142857142857142,8.0,24.24242424242424,15.151515151515152,9.344234478545724,7.571428571428571,0.0,0.9313194770301518,0.9705882352941178,0.0069135378508456,0.0012848565031548,developmentally dynamic (strengthened),Y
ADE,RIG,ADE,RIG,8.421052631578947,12.12121212121212,16.3265306122449,19.230769230769237,32.075471698113205,27.64227642276423,9.07236471291697,7.507517545111534,0.0,0.984882176563968,0.9856107606091624,0.0003410952995839,0.0003090856678496,developmentally dynamic (strengthened),Y
ADE,RIV,ADE,RIV,0.0,0.0,0.0,6.666666666666667,19.35483870967742,17.647058823529413,9.084591289615258,3.333333333333333,0.0,0.944308074282997,0.924061655450546,0.0045660191087289,0.0084309940089491,developmentally dynamic (strengthened),Y
ADE,RMDL/R,ADE,RMDL/R,0.0,0.0,0.0,0.6756756756756757,3.940886699507389,2.3529411764705883,1.638767493223653,0.3378378378378378,3.296703296703297,0.8946128273396934,0.924061655450546,0.0160744452354406,0.0084309940089491,developmentally dynamic (strengthened),Y
ADE,RMF,ADE,RMF,0.0,0.0,0.0,0.0,8.641975308641975,5.555555555555555,3.7934932272529016,0.0,3.8461538461538463,0.8778191291613011,0.8231932086840424,0.0214802796863412,0.0441274153280589,post-embryonic brain integration,Y
